country,stateprovince,county,collectioncode,catalognumber,locality,scientificname,decimallatitude,decimallongitude,daycollected,monthcollected,yearcollected
Brasil,São Paulo,Sete Barras,MZUSP,64520.0,"Rio Bonito, na SP-139, Parque Estadual Carlos Botelho.",Characidium gr. lauroi,-24.141945,-47.994446,26,11,2000
Brazil,São Paulo,Barra do Turvo,MZUSP,68137.0,"Rio Caatinga, afl. do Rio Turvo, no Núcleo Cedro do PE Jacupiranga",Characidium gr. lauroi,-24.946945,-48.308613,08,03,2001
Brasil,São Paulo,Capão Bonito,MZUSP,64532.0,"Ribeirão das Pedras, na SP-139, Parque Estadual Carlos Botelho.",Characidium gr. lauroi,-24.089722,-47.99361,27,11,2000
Brasil,São Paulo,Capão Bonito,MZUSP,64531.0,"Ribeirão das Pedras, na SP-139, Parque Estadual Carlos Botelho.",Characidium gr. lauroi,-24.089722,-47.99361,27,11,2000
Brasil,São Paulo,Capão Bonito,MZUSP,64536.0,"Ribeirão Braço do Taquaral, na SP-139, Parque Estadual Carlos Botelho.",Characidium gr. lauroi,-24.108055,-47.985554,27,11,2000
Brasil,São Paulo,São Miguel Arcanjo,MZUSP,64530.0,"Rio Taquaral, na SP-139, Parque Estadual Carlos Botelho.",Characidium gr. lauroi,-24.073889,-47.998333,27,11,2000
Brasil,São Paulo,Sete Barras,MZUSP,64522.0,"Rio Bonito, na SP-139, Parque Estadual Carlos Botelho.",Characidium gr. lauroi,-24.141945,-47.994446,26,11,2000
Brazil,Paraná,Quatro Barras,MZUSP,68130.0,"Rio Taquari, afl. do Rio Capivari, 2 km à frente do Rosa Cruz",Characidium gr. lauroi,-24.073889,-47.998333,10,03,2001
Brasil,Rio de Janeiro,Silva Jardim,MZUSP,58992.0,"Rio Pirineu, afluente do rio São João, 7 km da estrada entre a BR 101 e o povoado de Gaviões.",Characidium interruptum,-22.6508,-42.3917,29,12,1999
Brasil,São Paulo,Ubatuba,MZUSP,83447.0,"P.E. Serra do Mar, Núcleo Picinguaba, km 1 da Rodovia Rio-Santos, Rio Camburi, Cachoeira da Escada, abaixo da estrada.",Characidium japuhybense,-23.355833,-44.769444,05,12,2003
Brasil,Bahia,NA,MZUSP,8913.0,"Arembepe, BA",Characidium jobertina,-12.75,-38.166668,13,10,1970
Brasil,Bahia,NA,MZUSP,8912.0,"Arembepe, BA",Characidium jobertina,-12.75,-38.166668,13,10,1970
Brasil,Bahia,NA,MZUSP,8917.0,"Arembepe, BA",Characidium jobertina,-12.75,-38.166668,13,10,1970
Brasil,Bahia,NA,MZUSP,8914.0,"Arembepe, BA",Characidium jobertina,-12.75,-38.166668,13,10,1970
Brasil,Bahia,NA,MZUSP,8916.0,"Arembepe, BA",Characidium jobertina,-12.75,-38.166668,13,10,1970
Brasil,Bahia,NA,MZUSP,8915.0,"Arembepe, BA",Characidium jobertina,-12.75,-38.166668,13,10,1970
Brasil,Bahia,NA,MZUSP,8920.0,"Arembepe, BA",Characidium jobertina,-12.75,-38.166668,13,10,1970
Brasil,Bahia,NA,MZUSP,8924.0,"Arembepe, BA",Characidium jobertina,-12.75,-38.166668,13,10,1970
Brasil,Bahia,NA,MZUSP,8925.0,"Arembepe, BA",Characidium jobertina,-12.75,-38.166668,13,10,1970
Brasil,Minas Gerais,Cardeal Mota,MZUSP,73708.0,"Rio Cipó, jusante do Parque Nacional da Serra do Cipó, Fazenda do Mosteiro.",Characidium lagosantense,-19.353056,-43.654446,02,07,2000
Brasil,São Paulo,Conchal,MZUSP,51339.0,"Córrego na estrada dos pesqueiros, ca. 7 km ao norte da cidade.",Characidium lagosantensis,-22.283333,-47.216667,14,07,1993
Brasil,São Paulo,Sete Barras,MZUSP,64557.0,"Rio Preto, bairro Rio Preto, fora do limite do Parque Estadual Carlos Botelho.",Characidium lanei,-24.192499,-47.890278,29,11,2000
Brasil,São Paulo,Sete Barras,MZUSP,64551.0,"Rio Quilombo, Parque Estadual Carlos Botelho, ca. 50 m acima da foz do Rio Saibadela.",Characidium lanei,-24.237223,-48.052502,30,11,2000
Brasil,São Paulo,Sete Barras,MZUSP,64554.0,"Rio Preto, bairro Rio Preto, fora do limite do Parque Estadual Carlos Botelho.",Characidium lanei,-24.192499,-47.890278,29,11,2000
Brasil,São Paulo,Sete Barras,MZUSP,64553.0,"Rio Preto, bairro Rio Preto, fora do limite do Parque Estadual Carlos Botelho.",Characidium lanei,-24.192499,-47.890278,29,11,2000
Brasil,Sao Paulo,Pariquera-Acu,MZUSP,69694.0,"Riacho na estrada para a sede Pariquera do PE Campina do Encantado, no Bairro Boa Vista.",Characidium lanei,-24.6075,-47.793335,14,06,2001
Brasil,Sao Paulo,Miracatu,MZUSP,70341.0,"Rio do Fau, no Bairro do Fau",Characidium lanei,-24.196112,-47.488056,18,05,2001
Brazil,São Paulo,Cajati,MZUSP,70340.0,"Rio Azeite, Bairro do Azeite, fora do PE Jacupiranga",Characidium lanei,-24.801666,-48.174999,09,03,2001
Brasil,São Paulo,Bertioga,MZUSP,53681.0,"Córrego no km 208 da Rodovia Rio-Santos, c. 5 km da entrada da Riviera São Lourenço.",Characidium lanei,-23.85,-46.216667,01,05,1998
Brasil,Sao Paulo,Registro,MZUSP,69708.0,"Rio Carapiranga, próximo à foz no Rio Ribeira de Iguape.",Characidium lanei,-24.501944,-47.808887,16,06,2001
Brasil,Sao Paulo,Pariquera-Acu,MZUSP,70019.0,"Corrego que cruza a estr. de terra para o PE Campina do Encantado, ca. 5 km da estrada para Iguape.",Characidium lanei,-24.713055,-47.804722,15,06,2001
Brasil,São Paulo,São Sebastião,MZUSP,53689.0,"Córrego afluente do rio Una, praia de Barra do Una, km 182 da Rodovia Rio-Santos.",Characidium lanei,-23.76,-45.41,29,01,1998
Brasil,São Paulo,Iguape,MZUSP,83018.0,"Riacho afl. Rio Momuna, prox. do bairro do Momuna",Characidium lanei,-24.715834,-47.690834,28,05,2003
Brasil,São Paulo,Sete Barras,MZUSP,84374.0,"Rio Preto, no Bairro do Rio Preto",Characidium lanei,-24.192499,-47.890278,01,04,2004
Brasil,São Paulo,Mongaguá,MZUSP,85386.0,Rio Aguapeú,Characidium lanei,-24.08,-46.62,01,03,2003
Brasil,Sao Paulo,Guapiara,MZUSP,71848.0,"Córrego de Francisca Gomes, Pedra do Fogo, Parque Estadual de Intervales.",Characidium lauroi,-24.18,-48.53,07,11,2000
Brasil,São Paulo,Pindamonhangaba,MZUSP,79427.0,"Ribeirão do Convento, bairro do Ribeirão Grande.",Characidium lauroi,-22.787222,-45.458611,20,08,2002
Brasil,São Paulo,Ribeirão Grande,MZUSP,71850.0,"Córrego Tanquinho, na estr. Intervales/Ribeirão Grande.",Characidium lauroi,-24.09,-48.36,23,01,2001
Brasil,São Paulo,Salesópolis,MZUSP,87573.0,"Córrego afl. do Rio Guaratuba, na estrada da estação elevatória, E.B.Boracéia.",Characidium oiticicai,-23.665556,-45.906387,28,03,2005
Brasil,São Paulo,Boracéia,MZUSP,19460.0,Boracéia,Characidium oiticicai,-22.200001,-48.783333,07,04,1963
Brasil,São Paulo,Salesópolis,MZUSP,87569.0,"Rio Guaratuba, na ponte para a estação elevatória, E.B.Boracéia.",Characidium oiticicai,-23.6675,-45.898613,28,03,2005
Brasil,São Paulo,Salesópolis,MZUSP,36636.0,"Riachos afluentes do rio Claro, Adutora do rio Claro, SABESP. (30-31.viii.1986).",Characidium oiticicai,-23.533333,-45.849998,NA,NA,NA
Brasil,São Paulo,Salesópolis,MZUSP,87590.0,"Ribeirão Venerando, próximo à sede da E.B.Boracéia.",Characidium oiticicai,-23.652222,-45.889168,29,03,2005
Brasil,São Paulo,Salesópolis,MZUSP,26870.0,"Riacho Venerando, R. de Boracéia.",Characidium oiticicai,-23.533333,-45.849998,04,04,1979
Brasil,São Paulo,Salesópolis,MZUSP,85297.0,"Rio Claro, Poço Verde, E.B. da Boracéia, 23°38'S, 45°52'W",Characidium oiticicai,-23.53,-45.84,09,11,2003
Brasil,São Paulo,Santo André,MZUSP,36158.0,"Rio Grande, Paranapiacaba.",Characidium oiticicai,-23.766666,-46.299999,15,09,1985
Brasil,São Paulo,Salesópolis,MZUSP,26872.0,"Poço dos Pilões, Rio Claro, R. de Boracéia.",Characidium oiticicai,-23.533333,-45.849998,NA,NA,NA
Brasil,São Paulo,Mogi das Cruzes,MZUSP,78087.0,"Pequeno córrego afluente do rio Claro, E.B.Boracéia (próx. ao alojamento)",Characidium oiticicai,-23.5228,-46.1883,15,05,1999
Brasil,São Paulo,Boracéia,MZUSP,26973.0,Córrego do Pastinho,Characidium oiticicai,-22.200001,-48.783333,13,01,1948
Brasil,Amazonas,Rio Preto da Eva,MZUSP,49199.0,"Rio Preto da Eva, 2 milhas abaixo com o cruzamento da rodovia Manaus-Itacoatiara.",Characidium pteroides,-2.7166667,-59.700001,17,10,1977
Brasil,Santa Catarina,Praia Grande,MZUSP,43551.0,Rio Canoas ou Grande.,Characidium pterostictum,-29.1967,-49.9503,16,01,1991
Brasil,São Paulo,Iporanga,MZUSP,52252.0,"Rio Betari, bairro da Serra.",Characidium pterostictum,-24.566668,-48.666668,NA,NA,NA
Brazil,São Paulo,Cajati,MZUSP,68157.0,"Rio Queimado, afl. do Rio Jacupiranguinha, PE Jacupiranga",Characidium pterostictum,-24.804445,-48.229721,09,03,2001
Brasil,São Paulo,Cajati,MZUSP,68167.0,"Rio do Quiemado, afl. do Rio Jacupiranguinha, PE Jacupiranga",Characidium pterostictum,-24.800556,-48.225555,09,03,2001
Brasil,São Paulo,Jacupiranga,MZUSP,83029.0,"Rio Barra do Soldado, afl. do Rio Guaraú, afl do Rio Jacupiranga",Characidium pterostictum,-24.736111,-48.054722,28,05,2003
Brasil,São Paulo,Iguape,MZUSP,80055.0,"Rio Espraiado, Estação Ecológica Juréia-Itatins, próximo da ponte de madeira, descendo o barranco (pto 1)",Characidium pterostictum,-24.374166,-47.322498,08,10,2002
Brasil,São Paulo,Iguape,MZUSP,80054.0,"Rio Espraiado, Estação Ecológica Juréia-Itatins, próximo da base da estação.(pto 3)",Characidium pterostictum,-24.365278,-47.308613,10,10,2002
Brasil,Rio Grande do Sul,Torres,MZUSP,43543.0,"Rio das Pacas, desemb. na Lagoa Jacaré, sistema Mampituba.",Characidium pterostictum,-29.3353,-49.7269,15,01,1991
Brasil,São Paulo,Iguape,MZUSP,80075.0,"Rio Espraiado, Estação Ecológica Juréia-Itatins, próximo a segunda ponte de concreto.(pto4)",Characidium pterostictum,-24.386389,-47.352501,10,10,2002
Brasil,São Paulo,Iguape,MZUSP,80064.0,"Rio Branco da Serra, afluente do Rio Espraiado, sob a ponte de terra para a SP-222. Ponto fora da EEJI.",Characidium pterostictum,-24.410555,-47.426666,12,10,2002
Brasil,São Paulo,Iporanga,MZUSP,58525.0,"Rio dos Pilões, Bairro Maria Rosa.",Characidium pterostictum,-24.533333,-48.511665,21,11,1998
Brasil,São Paulo,Itaoca,MZUSP,81594.0,"Rio Palmital, afl. Rio Ribeira",Characidium pterostictum,-24.603333,-48.873333,02,05,2003
Brasil,São Paulo,Iporanga,MZUSP,58526.0,"Rio Iporanga, na trilha para a Caverna Casa de Pedra, núcleo Casa de Pedra, PETAR.",Characidium pterostictum,-24.497499,-48.589169,14,11,1998
Brasil,São Paulo,Iporanga,MZUSP,55004.0,Rio Iporanga próximo à cidade de Iporanga.,Characidium pterostictum,-24.583334,-48.599998,25,06,1996
Brasil,R.Gde.do Sul,S.Fco.de Assis,MZUSP,63953.0,Arroio Sanga Funda ca. 15 km a SE de Sao Francisco de Assis,Characidium pterostictum,-29.650555,-55.001667,07,05,1999
Brasil,São Paulo,Jacupiranga,MZUSP,83037.0,"Rio Pindaúva, afl. do Rio Guaraú, afl do Rio Jacupiranga, no bairro Pindaúva.",Characidium pterostictum,-24.75639,-48.068611,28,05,2003
Brasil,São Paulo,Barra do Turvo,MZUSP,68155.0,"Rio Capelinha, Vila Tatu, P.E.Jacupiranga.",Characidium pterostictum,-24.838612,-48.231388,08,03,2001
Brasil,São Paulo,Cajati,MZUSP,70343.0,"Rio do Queimado, afl. do Jacupiranguinha P.E.Jacupiranga.",Characidium pterostictum,-24.800556,-48.225555,09,03,2001
Brasil,Sao Paulo,Iporanga,MZUSP,62008.0,"Rio Betari, bairro da Serra, Petar.",Characidium sp.,-24.551666,-48.675556,09,05,2000
Brazil,São Paulo,Barra do Turvo,MZUSP,68159.0,"Rio Caatinga, afl. Rio Turvo, no Núcleo Cedro do PE Jacupiranga",Characidium pterostictum,-24.946945,-48.308613,08,03,2001
Brazil,São Paulo,Cajati,MZUSP,68148.0,"Rio Queimado, afl. do Rio Jacupiranguinha, PE Jacupiranga",Characidium pterostictum,-24.800556,-48.225555,09,03,2001
Brazil,São Paulo,Cajati,MZUSP,68160.0,"Rio do Queimado, afl. do Rio Jacupiranguinha, PE Jacupiranga",Characidium pterostictum,-24.804445,-48.229721,09,03,2001
Brasil,São Paulo,Iporanga,MZUSP,58540.0,"Córrego dos Monjolos, afluente da margem direita do Rio Betari, bairro da Serra.",Characidium pterostictum,-24.553612,-48.677776,15,11,1998
Brasil,Rio Gde.do Sul,S.Fco.de Assis,MZUSP,63782.0,"Rio Inhacundá em Sao Francisco de Assis, ca. 500m acima da olaria. Bacia do Rio Uruguai",Characidium pterostictum,-29.540833,-55.129166,08,05,1999
Brasil,São Paulo,Peruíbe,MZUSP,58729.0,"rio Itinguçu, afluente do rio Una do Prelado - E.E.J.I.",Characidium pterostictum,-24.399723,-47.123611,NA,NA,NA
Brasil,São Paulo,Cajati,MZUSP,68164.0,"Rio do Queimado , P.E.Jacupiranga.",Characidium pterostictum,-24.800556,-48.225555,09,03,2001
Brazil,São Paulo,Cajati,MZUSP,68151.0,"Rio Queimado, afl. do Rio Jacupiranguinha, PE Jacupiranga",Characidium pterostictum,-24.804445,-48.229721,09,03,2001
Brasil,Santa Catarina,NA,MZUSP,49154.0,"Rio Pique, Morro Cortado, road off Meleiro near Limeira at km 407 BR-101.",Characidium pterostictum,-28.833334,-49.666668,22,09,1977
Brazil,São Paulo,Cajati,MZUSP,68145.0,"Rio Azeite, Bairro do Azeite, fora do PE Jacupiranga",Characidium pterostictum,-24.801666,-48.174999,09,03,2001
Brazil,São Paulo,Cajati,MZUSP,68161.0,"Rio do Queimado, afl. do Rio Jacupiranguinha, PE Jacupiranga",Characidium pterostictum,-24.804445,-48.229721,09,03,2001
Brasil,Rio Gde.do Sul,S.Fco de Assis,MZUSP,63919.0,"Arroio Taquari, ca. 10km ao sul da Vila Kramer",Characidium pterostictum,-29.396111,-55.147778,08,05,1999
Brasil,Paraná,Reserva do Iguaçú,MZUSP,85940.0,"Rio das Torres a 38.3km sudoeste de Pinhão pela estrada Pinhão-Reserva do Iguaçú. 25°48'27.9""S 51°59'0.7""W.",Characidium schubarti,-25.8389,-52.0281,10,01,2005
Brasil,São Paulo,Iguape,MZUSP,80067.0,"Rio Espraiado, Estação Ecológica Juréia-Itatins, próximo da ponte de madeira, descendo o barranco (pto 1)",Characidium schubarti,-24.374166,-47.322498,08,10,2002
Brasil,Paraná,Pinhão,MZUSP,85938.0,"Rio a 8km oeste de Pinhão pela estrada Pinhão-Reserva do Iguaçú. 25°41'19.3""S 51°44'38.6""W.",Characidium schubarti,-25.6956,-51.6597,09,01,2005
Brasil,Paraná,Jaguariaíva,MZUSP,85934.0,"Rio Cilada, bacia do Rio Paranapanema, fazenda Três Leões, a 15km de Jaguariaíva pela PR-151. 24°20'06.7""S 49°47'29.7""W",Characidium schubarti,-24.2511,-49.7058,09,01,2005
Brasil,São Paulo,Barra do Chapéu,MZUSP,81595.0,"Riacho Xuxeva, afl. Ribeirão do Chapéu, afl. rio Catas Altas, Bairro Xuxeva, estr. Itararé-Barra do Chapéu.",Characidium schubarti,-24.387222,-49.014721,01,05,2003
Brasil,São Paulo,Iguape,MZUSP,80069.0,"Rio Espraiado, Estação Ecológica Juréia-Itatins, próximo da ponte de madeira, descendo o barranco (pto 1)",Characidium schubarti,-24.374166,-47.322498,08,10,2002
Brasil,Goiás,Goiás,MZUSP,89027.0,"Rio Vermelho 2, sob ponte na rodovia GO-164",Characidium sp.,-15.903055,-50.115276,23,07,2005
Brasil,Mato Grosso,Cocalinho,MZUSP,89166.0,Rio Araguaia,Characidium sp.,-14.425834,-50.994446,25,07,2005
Brasil,Bahia,Bom Jesus da Lapa,MZUSP,54712.0,"Riacho Santana, 31 km ao sul de Bom Jesus da Lapa, na estrada para Malhada.",Characidium sp.,-13.520278,-43.357777,18,07,1993
Brasil,São Paulo,Cubatão,MZUSP,1939.0,Cubatão,Characidium sp.,-23.89,-46.42,NA,NA,NA
Brasil,Tocantins,Araguaçú,MZUSP,73449.0,"Rio Água Fria, fazenda Praia Alta 2, 27 km ao N de Araguaçú, estrada Araguaçú/Barreira do Piqui.",Characidium sp.,-12.716666,-49.916668,NA,NA,NA
Brasil,São Paulo,Juquitiba,MZUSP,79501.0,"Riacho afl. do Rio Juquiá, proximo da Fazenda Estio, na estrada de terra para Juquitiba",Characidium sp.,-23.977777,-46.925556,26,06,2002
Brasil,Goiás,Água Fria,MZUSP,87995.0,"Rio Sucuri, sob ponte em estrada de terra vicinal à GO-118, na divisa dos municípios Água Fria e Niquelândia",Characidium sp.,-14.757222,-47.853054,21,07,2005
Brasil,São Paulo,Iguape,MZUSP,80058.0,"Rio Espraiado, Estação Ecológica Juréia-Itatins, ponto da Erundina. (pto 2)",Characidium sp.,-24.376389,-47.336113,09,10,2002
Brasil,Minas Gerais,Borda da Mata,MZUSP,79777.0,"Rio Mogi-Guaçu, na fazenda do Sr. José Oliveira",Characidium sp.,-22.308056,-46.203609,19,08,2002
Brasil,São Paulo,Ibiúna,MZUSP,78377.0,"Ribeirão das Vargens, afluente do Rio Juquiá na Cachoeira da Fumaça, fora do PE. Jurupará.",Characidium sp.,-23.858889,-47.242779,21,10,2001
Brasil,Goiás,Água Fria,MZUSP,89014.0,"Rio Arraial, sob ponte em estrada vicinal à GO-118",Characidium sp.,-14.895833,-47.736111,21,07,2005
Brasil,São Paulo,Iguape,MZUSP,80074.0,"Rio Espraiado, Estação Ecológica Juréia-Itatins, próximo a segunda ponte de concreto.(pto4)",Characidium sp.,-24.386389,-47.352501,10,10,2002
Brasil,Minas Gerais,Teófilo Otoni,MZUSP,54828.0,"Rio Santana (afl. rio Mucuri), na estrada de Teófilo Otoni para Carlos Chagas (BR-418), c. 22 km a L de T. Otoni.",Characidium sp.,-17.844166,-41.348331,19,01,1995
Brasil,São Paulo,Iporanga,MZUSP,51972.0,"Rio Betari, Bairro da Serra.",Characidium sp.,-24.566668,-48.666668,NA,NA,NA
Brasil,Goiás,Faina,MZUSP,89051.0,"Rio do Peixe 2, tributário do rio do Peixe, sob ponte na GO 164, km 84",Characidium sp.,-15.3475,-50.408333,24,07,2005
Brasil,Minas Gerais,Montalvânia,MZUSP,54714.0,"Rio Cariranha em Juvenília, cerca de 30 km a nordeste de Montalvânia.",Characidium sp.,-14.4228,-44.3656,16,07,1993
Brasil,Goiás,Aruanã,MZUSP,89135.0,Lagoa Marginal à estrada de terra entre Aruanã e Cocalinho,Characidium sp.,-14.656389,-50.900833,25,07,2005
Brasil,Goiás,Crixás/Santa Terezinha de Goiás,MZUSP,89404.0,"Rio Crixás-Açu, sob ponte na GO 465",Characidium sp.,-14.440556,-49.710278,28,07,2005
Brasil,Paraná,Bandeiras,MZUSP,21088.0,"Rio Paraná, abaixo de Sete Quedas. Período da coleta: 1977 a 1980",Characidium sp.,-24.166666,-54.316666,NA,NA,NA
Brasil,Maranhão,Estreito,MZUSP,87451.0,"Ribeirão Bofe, Estreito, MA",Characidium sp.,-6.8986111,-46.950001,22,03,2005
Brasil,Bahia,Encruzilhada,MZUSP,54823.0,"Rio Pardo na ponte da estrada BR-116, em Cândido Sales.",Characidium sp.,-15.513611,-41.236389,21,01,1995
Brasil,Mato Grosso,Diamantino,MZUSP,45302.0,"Cabeceira do rio Preto, estrada Cuiabá-Santarém, entre o Posto Gil e o Restaurante Nossa Senhora Aparecida",Characidium sp.,-14.333333,-56.216667,24,10,1992
Brasil,São Paulo,Iporanga,MZUSP,51056.0,"18-22.08.1996:, Bairro da Serra, estrada Apiaí-Iporanga. (PETAR)",Characidium sp.,-24.566668,-48.666668,18,08,1996
Brasil,Mato Grosso,Rondonópolis,MZUSP,74349.0,"Ribeirão Sozinho, Rodovia Campo Grande-Cuiabá,km308.",Characidium sp.,-17.283333,-54.766666,14,10,1977
Brasil,Maranhão,Balsas,MZUSP,87464.0,"Ribeirão Jenipapo, Balsas, MA",Characidium sp.,-7.4122224,-46.246113,23,03,2005
Brasil,Minas Gerais,S.J.das Tronqueiras,MZUSP,69316.0,"Rio Tronqueiras, abaixo da Cachoeira da Fumaça",Characidium sp.,0,0,24,04,2001
Brasil,São Paulo,Iporanga,MZUSP,50706.0,"Rio Betari, próximo da caverna Ouro Grosso.",Characidium sp.,-24.566668,-48.666668,26,04,1996
Brasil,Minas Gerais,Teófilo Otoni,MZUSP,54818.0,"Riacho São Pedro (afluente do rio Mucuri), na localidade de São Pedro.",Characidium sp.,-17.766945,-41.236946,19,01,1995
Brasil,Espírito Santo,Pinheiros,MZUSP,54817.0,"Rio do Sul (afl. rio Itaúnas), na estrada ES-130, entre Vinhático e Pinheiros.",Characidium sp.,-18.229166,-40.259998,26,01,1995
Brasil,Mato Grosso,Alto Araguaia,MZUSP,73249.0,"Córrego Gordura, km 491,4 da ferrovia Ferronorte.",Characidium sp.,-17.305555,-53.272778,15,05,2001
Brasil,Bahia,Itabela,MZUSP,54816.0,"Rio dos Frades (costeiro), na estrada BR-101 entre Guaratinga e Monte Pascoal.",Characidium sp.,-16.619167,-39.540279,24,01,1995
Brasil,Mato Grosso,Barra do Garça,MZUSP,28590.0,"Rio Noedori, afluente do rio das Mortes, fazenda Suri-Uirandé",Characidium sp.,-15.866667,-52.283333,NA,NA,NA
Brasil,Bahia,Itagimirim,MZUSP,54826.0,"Rio Gabiarra (afl. rio do Sul), próximo a estrada BR-101, entre Itagimirim e Eunápolis.",Characidium sp.,-16.261389,-39.589443,23,01,1995
Brasil,Tocantins,P.Alegredo Tocantins,MZUSP,83966.0,Rio Manuel Alves da Natividade em frente a cidade de Porto Alegre do Tocantins,Characidium sp.,-11.611389,-47.044167,26,07,2002
Brasil,Maranhão,Estreito,MZUSP,87322.0,"Ribeirão São Raimundo, Estreito, MA",Characidium sp.,-6.7394443,-47.12389,21,03,2005
Brasil,Sao Paulo,Iporanga,MZUSP,62036.0,"Rio Iporanga, na trilha da Mina do Espirito Santo",Characidium sp.,-24.456944,-48.631943,11,05,2000
Brasil,Tocantins,P.Alta do BomJesus,MZUSP,83967.0,"Rio Palmeiras, a 10km da balsa pela estrada TO 485 em direção a Ponte Alta do Bom Jesus",Characidium sp.,-12.261945,-46.893333,27,07,2002
Brasil,Bahia,Monte Pascoal,MZUSP,54819.0,"Rio Caraíva a cerca de 500 m a oeste da estrada BR-101, em Monte Pascoal.",Characidium sp.,-16.719723,-39.459721,24,01,1995
Brasil,Mato Grosso do Sul,Coxim,MZUSP,83644.0,"Ribeirão dos Veados, Rio Taquari - Ponto 3",Characidium sp.,-18.422501,-54.834999,30,09,2003
Brasil,Rio de Janeiro,Sampaio Correia,MZUSP,49152.0,"Rio Jundiá, trib.do Lago de Saquarema próximo à ponte da rodovia Amaral Peixoto entre Sampaio Correia e Bacaxa.",Characidium sp.,-22.866667,-42.599998,11,11,1982
Brasil,São Paulo,Iporanga,MZUSP,51950.0,Rio Betari.,Characidium sp.,-24.566668,-48.666668,23,06,1996
Brasil,Espírito Santo,Montanha,MZUSP,54822.0,"Riacho afluente do rio Itaúnas, cruzando a estrada de Nanuque para Montanha, a cerca de 14 km ao sul de Nanuque.",Characidium sp.,-17.962778,-40.389168,26,01,1995
Brasil,Mato Grosso,Pontes e Lacerda,MZUSP,44451.0,Rio Guaporé e área inundada adjacente em Pontes e Lacerda (afluente do rio Madeira),Characidium sp.,-15.233334,-59.333332,13,08,1991
Brasil,Rio Grande do Sul,NA,MZUSP,49169.0,"Extremidade norte do banhado do Tigre, em riacho no caminho entre a Faz. Caçapava e sede Est. Ecológica Taim.",Characidium sp.,-32.483334,-52.583332,13,12,1979
Brasil,Rondônia,Montenegro,MZUSP,84237.0,"Rio Jamari, próximo à Cachoeira da Pedra Rachada.",Characidium sp.,0,0,15,07,2001
Brasil,Espírito Santo,Montanha,MZUSP,54824.0,"Riacho afluente do rio Itaúnas, na estrada de Montanha e Pinheiro, a cerca de 71 km ao sul de Nanuque.",Characidium sp.,-18.309999,-40.24139,26,01,1995
Brasil,São Paulo,Iporanga,MZUSP,50701.0,Rio Betari.,Characidium sp.,-24.566668,-48.666668,24,01,1996
Brasil,São Paulo,Ribeirão Grande,MZUSP,51060.0,"Rio Carmo, base da Fazenda Intervales.",Characidium sp.,-24.09,-48.36,10,03,1995
Brasil,Santa Catarina,NA,MZUSP,35642.0,Pirabeiraba.,Characidium sp.,-26.183332,-48.900002,NA,NA,NA
Brasil,São Paulo,Sete Barras,MZUSP,54916.0,"Ribeirão da Serra, Parque Estadual de Carlos Botelho.",Characidium sp.,-24.383333,-47.933334,26,11,1990
Brasil,Sao Paulo,Iporanga,MZUSP,71000.0,"Riacho Barra Grande, Base Barra Grande do PE. Intervales.",Characidium sp.,-24.293056,-48.368057,07,08,2001
Brasil,São Paulo,Pindamonhangaba,MZUSP,63068.0,"Ribeirão Grande, talhão 1, próximo à sede da Fazenda São Sebastião do Ribeirão Grande.",Characidium sp.,-22.933332,-45.466667,05,09,1995
Brasil,São Paulo,Iporanga,MZUSP,82686.0,Rio Betari,Characidium sp.,-24.58,-48.59,27,09,1997
Brasil,Sao Paulo,Miracatu,MZUSP,69397.0,"Rio do Fau, no Bairro do Fau",Characidium sp.,-24.196112,-47.488056,18,05,2001
Brasil,São Paulo,Pindamonhangaba,MZUSP,63069.0,"Ribeirão Grande, talhão 1, próximo à sede da Fazenda São Sebastião do Ribeirão Grande.",Characidium sp.,-22.933332,-45.466667,30,10,1995
Brasil,Goiás,Água Fria,MZUSP,89020.0,"Rio Sucuri, sob ponte em estrada de terra vicinal à GO-118, na divisa dos municípios Água Fria e Niquelândia",Characidium sp.,-14.757222,-47.853054,21,07,2005
Brasil,Goiás,Aruanã,MZUSP,89129.0,Lagoa Marginal à estrada de terra entre Aruanã e Cocalinho,Characidium sp.,-14.656389,-50.900833,25,07,2005
Brasil,Mato Grosso,Nobres,MZUSP,45373.0,"Riacho Formoso, na fazenda Sonho dourado (sede da fazenda), estrada Nobres - Rio Novo, município de Nobres",Characidium sp.,-14.733334,-56.333332,25,10,1992
Brasil,Tocantins,P.Alta do BomJesus,MZUSP,83803.0,"Rio Palmeiras, a 10km da balsa pela estrada TO 485 em direção a Ponte Alta do Bom Jesus",Characidium sp.,-12.261945,-46.893333,NA,NA,NA
Brasil,Sao Paulo,Juquia,MZUSP,69418.0,"Riacho afl. Rio Juquia, Bairro do Paiol, km 12 da SP-79.",Characidium sp.,-24.204166,-47.612778,17,05,2001
Brasil,Maranhão,Estreito,MZUSP,87289.0,"Córrego Traía, Estreito, MA",Characidium sp.,-6.5372224,-47.236946,20,03,2005
Brasil,São Paulo,Pindamonhangaba,MZUSP,79411.0,"Ribeirão Grande, proximo ao Bar do Edmundo, bairro do Ribeirão Grande",Characidium sp.,-22.803055,-45.460278,21,08,2002
Brasil,Sao Paulo,Iporanga,MZUSP,71014.0,"Riacho Barra Grande, Base Barra Grande do PE. Intervales.",Characidium sp.,-24.293056,-48.368057,07,08,2001
Brasil,São Paulo,Iporanga,MZUSP,83725.0,Eletropesca - Figueira,Characidium sp.,-24.58,-48.59,21,06,1997
